2024-Jan-31 19:56:47 [main] INFO  c.p.a.Application                                  - No active profile set, falling back to default profiles: default
2024-Jan-31 19:56:51 [task-1] WARN  o.h.e.j.s.SqlExceptionHelper                       - table "agency" does not exist, skipping
2024-Jan-31 19:56:51 [task-1] WARN  o.h.e.j.s.SqlExceptionHelper                       - SQL Warning Code: 0, SQLState: 00000
2024-Jan-31 19:56:51 [task-1] WARN  o.h.e.j.s.SqlExceptionHelper                       - table "payment_methods" does not exist, skipping
2024-Jan-31 19:56:51 [task-1] WARN  o.h.e.j.s.SqlExceptionHelper                       - SQL Warning Code: 0, SQLState: 00000
2024-Jan-31 19:56:51 [task-1] WARN  o.h.e.j.s.SqlExceptionHelper                       - table "permission" does not exist, skipping
2024-Jan-31 19:56:51 [task-1] WARN  o.h.e.j.s.SqlExceptionHelper                       - SQL Warning Code: 0, SQLState: 00000
2024-Jan-31 19:56:51 [task-1] WARN  o.h.e.j.s.SqlExceptionHelper                       - table "role" does not exist, skipping
2024-Jan-31 19:56:51 [task-1] WARN  o.h.e.j.s.SqlExceptionHelper                       - SQL Warning Code: 0, SQLState: 00000
2024-Jan-31 19:56:51 [task-1] WARN  o.h.e.j.s.SqlExceptionHelper                       - table "roles_perms" does not exist, skipping
2024-Jan-31 19:56:51 [task-1] WARN  o.h.e.j.s.SqlExceptionHelper                       - SQL Warning Code: 0, SQLState: 00000
2024-Jan-31 19:56:51 [task-1] WARN  o.h.e.j.s.SqlExceptionHelper                       - table "user_role" does not exist, skipping
2024-Jan-31 19:56:51 [task-1] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator                 - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2024-Jan-31 19:56:51 [task-1] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean     - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-Jan-31 19:56:51 [main] WARN  c.n.c.s.URLConfigurationSource                     - No URLs will be polled as dynamic configuration sources.
2024-Jan-31 19:56:51 [main] INFO  c.n.c.s.URLConfigurationSource                     - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2024-Jan-31 19:56:51 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
